stamp_sec,x_m,y_m,yaw_rad
79.925,-6.220936277183769,0.31508977973885033,-1.5433842579930557
79.945,-6.220515107603209,0.300095424494974,-1.543358032422054
80.015,-6.219252471788954,0.25511241689814856,-1.5432875617032302
80.045,-6.2184145170097835,0.2251237843301453,-1.5432548339899121
80.09,-6.217578183669165,0.19513517423909063,-1.5432287085306409
80.145,-6.216333584306536,0.15015228108692077,-1.5432182407461155
80.21,-6.215095082946016,0.10516938885234793,-1.543224254421388
80.245,-6.214272909265674,0.07518078810501541,-1.5432368908456522
80.325,-6.212639347626837,0.015203541608982123,-1.5432861039476617
80.345,-6.2122327952708165,0.00020921644625768393,-1.5433019088169782
80.41,-6.211016828859426,-0.0447737981053412,-1.5433551890897215
80.465,-6.209809158070749,-0.0897568828456606,-1.5434232499254747
80.525,-6.208609473775171,-0.13474005469013128,-1.5435036119207581
80.55,-6.208210821058852,-0.14973446717778918,-1.5435315252277224
80.61,-6.207018835153658,-0.19471777243160363,-1.5436190409708317
80.665,-6.2058335240359614,-0.23970118636615595,-1.5437133551354716
80.725,-6.204653945417991,-0.2846847158055756,-1.5438113882438902
80.75,-6.204261921245633,-0.29967925195809186,-1.5438445555796725
80.865,-6.201919932891013,-0.38964674992844445,-1.5440428241070407
80.925,-6.200753819768554,-0.4346306778189944,-1.5441374124959253
80.985,-6.199590839327266,-0.4796147192057054,-1.5442291523128435
81.045,-6.1984295038162855,-0.5245988699365572,-1.5443146195199984
81.065,-6.198042761836463,-0.5395936095205995,-1.54434187367827
81.125,-6.196882481114908,-0.5845778927185785,-1.5444172784208445
81.185,-6.1957234703221165,-0.6295622644920049,-1.5444873452294736
81.245,-6.194563626611934,-0.6745467174690246,-1.5445473530158498
81.265,-6.194176817837752,-0.689541550770679,-1.5445653226178324
81.325,-6.193014860477254,-0.7345260914775807,-1.5446112495169515
81.385,-6.191853008001122,-0.7795106839675786,-1.5446523253437212
81.445,-6.190692387785109,-0.8244953250327691,-1.544691770142655
81.465,-6.190303603027051,-0.8394902154402506,-1.544698929963051
81.525,-6.18913575468005,-0.8844749023211739,-1.5447149093399621
81.585,-6.187964300756931,-0.9294596023900269,-1.5447200593139265
81.645,-6.186789188913881,-0.9744443010256653,-1.5447154340987643
81.665,-6.1863970257729655,-0.9894391989679586,-1.5447128287117924
81.725,-6.18521856080153,-1.0344238851022771,-1.5447005338965156
81.785,-6.184036111151137,-1.0794085511733875,-1.5446796492127504
81.845,-6.182849659476629,-1.1243931872315955,-1.5446511133994238
81.87,-6.182453599981834,-1.1393880581226614,-1.544640855709796
81.925,-6.181263561991326,-1.184372645656419,-1.5446076614513726
81.985,-6.180069897935056,-1.2293571901094387,-1.5445691230189338
82.045,-6.17887250036525,-1.2743416851459435,-1.5445255825271123
82.105,-6.177672403658214,-1.3193261271297227,-1.5444801998846875
82.12,-6.177371907633361,-1.3305722290651893,-1.5444684570758729
82.18,-6.176168389069922,-1.3755566016998606,-1.5444209379335325
82.24,-6.174962673192983,-1.4205409177151544,-1.5443732797978729
82.26,-6.174560315854105,-1.4355356771634582,-1.5443574567695582
82.3,-6.173754949010881,-1.465525177278554,-1.5443259676420111
82.335,-6.173049639786386,-1.4917659696296313,-1.5442988257154477
