sim_s,motion_class,gt_map_x_m,gt_map_y_m,baseline_x_m,baseline_y_m,baseline_error_m,map_odom_filtered_x_m,map_odom_filtered_y_m,map_odom_filtered_yaw_rad,candidate_x_m,candidate_y_m,candidate_error_m
54.74,straight,3.717444997420543,1.6113586212968372e-05,3.72171367904745,-0.008050289138513132,0.009126253105703497,0.010741042765239649,-0.27994662175774443,0.06495884864773138,3.7205530941853335,-0.03862571452978932,0.03876662411980138
54.76,straight,3.7144449419481163,1.610357372518325e-05,3.704869164722507,-0.02074701379141808,0.022864875949657096,0.010715070722469765,-0.27882560003279844,0.06476612570869573,3.7175785743101,-0.038412659358248,0.03855631559500814
54.78,straight,3.7114448870443084,1.6093565171356e-05,3.700321342720788,-0.02204994710871028,0.024711199674210947,0.010484892228732534,-0.27788875890194564,0.06457159584238248,3.714402387972302,-0.038390443812148935,0.03852024045945954
54.8,straight,3.708444832704714,1.6083561146579468e-05,3.697310904026402,-0.021923422885936784,0.024602973620181625,0.010257565226469938,-0.2769609645712373,0.06437971942332814,3.71122704913313,-0.038367071310649,0.038483857734987956
54.82,straight,3.7054447789291913,1.6073559923593314e-05,3.719689992615067,-0.024294883802504958,0.028177096387564025,0.010033062959812423,-0.27604173127523174,0.06419037092396822,3.7080541957129016,-0.03833988026710928,0.0384446127556591
54.84,straight,3.7024447257117004,1.6063562064968043e-05,3.7195055606039498,-0.02452977647381913,0.029892647094023065,0.010185004372621225,-0.2751681800555368,0.06400363618494607,3.705256737583195,-0.03834823276424683,0.03846721517576346
54.86,straight,3.699444673043317,1.6053568382254016e-05,3.7165017961398474,-0.024494713188406216,0.029861733629109433,0.01033478060582326,-0.2743030545910276,0.06381918034603404,3.7024572120272903,-0.0383546628543392,0.03848879408247115
54.88,straight,3.6964446209190385,1.604357916679692e-05,3.7134979395421763,-0.02446122128723486,0.029832066160462998,0.010482457167848739,-0.27344687959692926,0.0636371483144664,3.6996533713481194,-0.03836122038199057,0.038511173293740035
54.9,straight,3.693444569332641,1.6033594313225827e-05,3.6864006193841483,-0.02321169395836952,0.024272300223475464,0.01062813307615153,-0.2726005701516234,0.06345778607877683,3.6968472201130558,-0.03836705880718528,0.03853361927765714
54.92,straight,3.690444518278312,1.6023613730708248e-05,3.692738543730236,-0.020824096164531642,0.02096599974116177,0.010416069690343257,-0.27172237484158596,0.0632746291316557,3.69368363714454,-0.038353771032816855,0.038506272635088726
54.94,straight,3.6874444677505807,1.6013637421355228e-05,3.6910641650074405,-0.02044960710934849,0.020783258666097936,0.010383604643869561,-0.27082091188376767,0.06309394407647308,3.6906996125699987,-0.03830642669657803,0.03846043942739509
54.96,straight,3.6844444177437197,1.6003665243705495e-05,3.6880540090786296,-0.02031140885865958,0.02064540746805441,0.010351357132755546,-0.26992721433885997,0.06291554969991114,3.687714878323709,-0.03825797472941775,0.03841345252070264
54.98,straight,3.6814443682521727,1.5993697034245885e-05,3.6850434160068475,-0.02017224651331913,0.02050654011605465,0.010319340141338743,-0.26904130880241295,0.06273945240965079,3.6847292743398867,-0.03820836112225118,0.038365243507056355
55.0,straight,3.6784443192708807,1.5983732760030495e-05,3.6820322829507104,-0.02003163257230396,0.020366158275012123,0.01028754018251066,-0.2681628939927783,0.06256557364604452,3.6817433913000635,-0.038157101972118426,0.03831538005143277
55.02,straight,3.675444270795097,1.5973772592743905e-05,3.686217954683648,-0.014855998273211714,0.018364308238036454,0.010255945727591934,-0.2672918902568998,0.06239389455967802,3.6787562858559837,-0.03810377715903235,0.03826336178190138
55.04,straight,3.672444222819607,1.5963816546925828e-05,3.6840003012900544,-0.014049440531580276,0.018203805895786136,0.010330377008727337,-0.2663520771675531,0.06222383226263885,3.675874849972645,-0.03797496930791142,0.03814551352820184
55.06,straight,3.6694441753392653,1.595386462750895e-05,3.6607149127848855,-0.023190351719280588,0.024793802523957898,0.010403485545463364,-0.2654181452082517,0.062055705946074236,3.672991345273255,-0.037843465434311864,0.03802522904853439
55.08,straight,3.6664441283475497,1.5943916216390713e-05,3.6554547639987582,-0.024160978416772092,0.026557290944029793,0.010173864873113914,-0.2645637712234941,0.06187186846893816,3.669809207386098,-0.03784790853840958,0.038013090898286105
55.1,straight,3.6634440818403817,1.5933971525810004e-05,3.652448137742685,-0.024107823200430253,0.02651162851827805,0.009947137586644082,-0.2637178520753102,0.06169039802800267,3.6666285709063726,-0.03785091707691038,0.03800051814036051
55.12,straight,3.6604440358162407,1.592403180585095e-05,3.6629633047827057,-0.011245069075795162,0.011539353616855293,0.009723287896910002,-0.26288048024615,0.06151131988145172,3.663450209331779,-0.0378530891160554,0.0379881459931702
55.14,straight,3.657443990267879,1.591409679850488e-05,3.661446309284368,-0.00949137559156792,0.01031538243247765,0.00970120594598009,-0.26186173931104706,0.0613342509419506,3.6604735974214444,-0.03766510715785145,0.037802617400099645
55.16,straight,3.654443945189243,1.5904166153162357e-05,3.658425187587991,-0.009127945380620268,0.009972977267176487,0.009679083647439564,-0.26084960287845377,0.061159474101100626,3.6574959714795616,-0.03747401648984468,0.037613947084423484
55.18,straight,3.6514439005730566,1.5894239226713018e-05,3.6554030458442033,-0.008762519308853434,0.009629920856329011,0.009656928203471641,-0.25984407435433304,0.0609869917613208,3.654517108135649,-0.03728033285930979,0.037422628989802205
55.2,straight,3.648443856414687,1.588431615312994e-05,3.6374061604707757,-0.023583964176121394,0.02605347540364911,0.00963473237183906,-0.2588450323234715,0.06081677216662045,3.6515378225313952,-0.03708406281658795,0.037228734917849705
55.22,straight,3.6454438127124433,1.587439706647827e-05,3.638001246137342,-0.018881207932411524,0.020309887192987652,0.00938928257443673,-0.25801634606628265,0.0606324477649315,3.648338007658597,-0.03710803616520032,0.03723655596079647
55.24,straight,3.6424437694617637,1.5864481791511616e-05,3.6355755665155103,-0.01802445758095207,0.019303508277990232,0.009224489310384113,-0.25710348750795065,0.06045062140863393,3.64521841226574,-0.037037877160152756,0.03715748124345369
55.26,straight,3.639443726660886,1.585457020057602e-05,3.6325646792782407,-0.01785607129461594,0.01915011819833441,0.009061663733371868,-0.2561981165676654,0.06027105967233521,3.642100544027202,-0.03696623636090145,0.037077401852803234
55.28,straight,3.6364436843030603,1.5844662642894155e-05,3.62955301292239,-0.017686358742554642,0.018996035309384377,0.008900827606815199,-0.25530109265885714,0.06009400047613198,3.638983496527051,-0.036892859237243156,0.03699598721081243
55.3,straight,3.633443642381195,1.5834758925746745e-05,3.6265414092587775,-0.01751593753443927,0.018841546163269066,0.008741889890634295,-0.25441101910525743,0.059919061990324415,3.6358676901513656,-0.03681806470794997,0.036913576872581386
55.32,straight,3.630443600891553,1.5824859261920462e-05,3.6387833435219963,-0.03329114969016149,0.03433519856907735,0.008584883093983838,-0.25352897925162465,0.05974654338845151,3.632753483126626,-0.036740913706352796,0.03682924633930015
55.34,straight,3.6274435598298425,1.5814963688221113e-05,3.637485158627091,-0.035264126081704365,0.036681166101574215,0.008654589022797846,-0.2528966593779572,0.05957837579188482,3.629865798741989,-0.036897118318544274,0.03699232197153978
55.36,straight,3.6244435191916864,1.5805072206500333e-05,3.6152511121092687,-0.027206997756179,0.028732931312381544,0.008723434551353193,-0.25227404879407594,0.05941243499095409,3.6299704375497557,-0.03687541739430477,0.03730293717135943
55.38,straight,3.621443478976886,1.579518653201552e-05,3.61024721966299,-0.026312763576375683,0.028610299354531216,0.008507652003053008,-0.25152610002152304,0.05924516036341706,3.626646323103801,-0.03691972456818446,0.03730016362645112
55.4,straight,3.618443439178918,1.578530671970026e-05,3.607258569274753,-0.026323378015961334,0.02861560482170466,0.008296627240852632,-0.2507862138561033,0.05908009110258466,3.6234771500923353,-0.03695451904737639,0.03731141446788571
55.42,straight,3.615443399788134,1.5775430815425706e-05,3.6133555633085632,-0.03365494182441414,0.0337353858974081,0.008088303157333743,-0.2500544729530786,0.05891722474958222,3.617464803664023,-0.0371576238889177,0.03722831839626648
55.44,straight,3.6124433608021747,1.5765559032027676e-05,3.611239962030698,-0.03466003814880561,0.03469667896770061,0.008016624119736191,-0.24943968851072676,0.058756864693893955,3.6144349910162705,-0.03729642373597343,0.03736530557744737
55.46,straight,3.609443322218169,1.575569175147396e-05,3.608234319580908,-0.034870087012020205,0.03490678599540789,0.007943968229164192,-0.24883433366953547,0.05859871711417581,3.6114009325835568,-0.03743645843056916,0.037503340931266727
55.48,straight,3.606443284033901,1.574582979859827e-05,3.6052436573554605,-0.03507970160884834,0.035115944171935,0.007872361132998515,-0.24823795545592076,0.058442672945527394,3.6083653487511733,-0.03757584947094722,0.037640700976900504
55.5,straight,3.6034432462443533,1.5735973251544156e-05,3.591991534537515,-0.028132464777651488,0.030388532483976237,0.0078018313243972005,-0.24765083446630068,0.05828881115630116,3.6053331840090603,-0.037717010591838615,0.0377800480161128
55.52,straight,3.600443208844098,1.5726121656438522e-05,3.601336616945112,-0.01459522585295202,0.014638240865598328,0.007580951089275588,-0.24695991667155703,0.05813499550380833,3.6021502178937475,-0.037754153615331715,0.03780843418130581
55.54,straight,3.597443171829127,1.5716275000485494e-05,3.5998232177966885,-0.012917264722688771,0.013150156512159712,0.007561414956220317,-0.24608904107461785,0.05798337759044044,3.5991692475276307,-0.03760290439025012,0.037658199081647345
55.56,straight,3.5944431351938135,1.5706432534657632e-05,3.596812534408077,-0.01262550921781284,0.012861352407703551,0.007541935902802693,-0.2452248545740119,0.05783400270713036,3.5961885901393886,-0.03744873792816356,0.03750508237856418
55.58,straight,3.591443098932757,1.5696593198973815e-05,3.5938029364583666,-0.01232974060530701,0.012568955914057866,0.007522439810544937,-0.24436517585212228,0.0576862683541591,3.5932047126590554,-0.03729004605277385,0.03734731204903825
55.6,straight,3.588443063043613,1.5686756752661337e-05,3.5907914957882108,-0.012038885431182755,0.012281198923152655,0.007503022617661043,-0.24351083192764528,0.05754040533095691,3.590218217416272,-0.037133839025307785,0.03719191362216717
55.62,straight,3.585443027525727,1.5676924279300564e-05,3.5903655093579725,-0.008429564426278803,0.00977511784368667,0.007483685997797571,-0.24266181945057658,0.05739640601729675,3.5872328060265892,-0.03697320012541986,0.0370321526849292
55.64,straight,3.5824429923752064,1.5667095806597293e-05,3.5876335203060625,-0.007692142175627682,0.009292572516037002,0.007502391396673131,-0.24176789939120552,0.057253864761447254,3.5842869080914532,-0.03676259874527033,0.036824460124291684
55.66,straight,3.579442957588114,1.5657271332974083e-05,3.570047591821846,-0.026327754685832004,0.02796870128244898,0.00752053083321393,-0.24087915856723535,0.05711327011890798,3.581337696121918,-0.036547752492138576,0.0366124701111931
55.68,straight,3.57644292315986,1.564745070180337e-05,3.5654283036488383,-0.0284785771444122,0.03054902090492221,0.007322956662199146,-0.24025744434923443,0.0569695865572931,3.5781747514698083,-0.03661207671415537,0.03666864337266926
55.7,straight,3.5734428890868344,1.5637633938064087e-05,3.562430452656922,-0.028561770269509,0.030625838741214204,0.007127942229344986,-0.2396427071772732,0.056827662217675046,3.5750149035846603,-0.03667613281185315,0.036725430535638544
55.72,straight,3.570442855368256,1.562782173127159e-05,3.578991110482244,-0.02665099911478869,0.028003243698995886,0.006935472756555158,-0.23903524821348365,0.05668758807949499,3.5718535957709303,-0.03673808438971793,0.03678077690595683
